image_id,path,relative_path,generator,subset_name,split,class_name,content_id,is_real,y_ai
img_a0c9d63ea78dba06,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00024.png,ai/025_biggan_00024.png,BigGAN,random5class_train,train,ai,025,0,1
img_f043031cfeb76084,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00026.png,ai/025_biggan_00026.png,BigGAN,random5class_train,train,ai,025,0,1
img_548af54cb473e292,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00028.png,ai/025_biggan_00028.png,BigGAN,random5class_train,train,ai,025,0,1
img_13af0e7a2eb8e9b7,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00030.png,ai/025_biggan_00030.png,BigGAN,random5class_train,train,ai,025,0,1
img_c585e7aa63f201eb,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00031.png,ai/025_biggan_00031.png,BigGAN,random5class_train,train,ai,025,0,1
img_447c925f6c947b3e,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00032.png,ai/025_biggan_00032.png,BigGAN,random5class_train,train,ai,025,0,1
img_b7f268a73884cbf9,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00033.png,ai/025_biggan_00033.png,BigGAN,random5class_train,train,ai,025,0,1
img_2a2cd32eed9ac123,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00034.png,ai/025_biggan_00034.png,BigGAN,random5class_train,train,ai,025,0,1
img_20c1695a25e7d0ee,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00036.png,ai/025_biggan_00036.png,BigGAN,random5class_train,train,ai,025,0,1
img_74b68745b7e7ac40,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00037.png,ai/025_biggan_00037.png,BigGAN,random5class_train,train,ai,025,0,1
img_9ba03a8bbb29f694,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00040.png,ai/025_biggan_00040.png,BigGAN,random5class_train,train,ai,025,0,1
img_2c7a370771f0e1e6,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00042.png,ai/025_biggan_00042.png,BigGAN,random5class_train,train,ai,025,0,1
img_24afd590e66e3593,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00043.png,ai/025_biggan_00043.png,BigGAN,random5class_train,train,ai,025,0,1
img_eb6153b6361ded39,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00044.png,ai/025_biggan_00044.png,BigGAN,random5class_train,train,ai,025,0,1
img_4278d65a2b8b3b59,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00045.png,ai/025_biggan_00045.png,BigGAN,random5class_train,train,ai,025,0,1
img_0ee528c0161e33d2,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00046.png,ai/025_biggan_00046.png,BigGAN,random5class_train,train,ai,025,0,1
img_fe3f1b316bb21aa6,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00047.png,ai/025_biggan_00047.png,BigGAN,random5class_train,train,ai,025,0,1
img_6609d28b081fdf17,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00048.png,ai/025_biggan_00048.png,BigGAN,random5class_train,train,ai,025,0,1
img_0bc265830ae244be,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00049.png,ai/025_biggan_00049.png,BigGAN,random5class_train,train,ai,025,0,1
img_1938fe79e0dec3ac,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00050.png,ai/025_biggan_00050.png,BigGAN,random5class_train,train,ai,025,0,1
img_c02010a11dd9f7d9,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00051.png,ai/025_biggan_00051.png,BigGAN,random5class_train,train,ai,025,0,1
img_1734c2a5ba3f44c9,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00052.png,ai/025_biggan_00052.png,BigGAN,random5class_train,train,ai,025,0,1
img_74b9147228cdf1f1,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00053.png,ai/025_biggan_00053.png,BigGAN,random5class_train,train,ai,025,0,1
img_be1176fbe233bcc4,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00054.png,ai/025_biggan_00054.png,BigGAN,random5class_train,train,ai,025,0,1
img_0c0667cf51072957,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00055.png,ai/025_biggan_00055.png,BigGAN,random5class_train,train,ai,025,0,1
img_83b955f75a29b3e1,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00056.png,ai/025_biggan_00056.png,BigGAN,random5class_train,train,ai,025,0,1
img_d65c86dafa2177b5,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00057.png,ai/025_biggan_00057.png,BigGAN,random5class_train,train,ai,025,0,1
img_1824e5b713f6a9b4,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00058.png,ai/025_biggan_00058.png,BigGAN,random5class_train,train,ai,025,0,1
img_23ae071227e45631,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00059.png,ai/025_biggan_00059.png,BigGAN,random5class_train,train,ai,025,0,1
img_f64e07468aaa304e,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00060.png,ai/025_biggan_00060.png,BigGAN,random5class_train,train,ai,025,0,1
img_621adb0f165ca2ed,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00061.png,ai/025_biggan_00061.png,BigGAN,random5class_train,train,ai,025,0,1
img_abdd46e3a6eb256f,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00062.png,ai/025_biggan_00062.png,BigGAN,random5class_train,train,ai,025,0,1
img_ab50cbd8ca1581d8,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00063.png,ai/025_biggan_00063.png,BigGAN,random5class_train,train,ai,025,0,1
img_583dbd259946fd00,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00064.png,ai/025_biggan_00064.png,BigGAN,random5class_train,train,ai,025,0,1
img_022cbf866a5dc2e4,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00066.png,ai/025_biggan_00066.png,BigGAN,random5class_train,train,ai,025,0,1
img_4e096d334bbb56f0,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00067.png,ai/025_biggan_00067.png,BigGAN,random5class_train,train,ai,025,0,1
img_5481f42d8d025795,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00068.png,ai/025_biggan_00068.png,BigGAN,random5class_train,train,ai,025,0,1
img_b47a2dfd48456bf6,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00069.png,ai/025_biggan_00069.png,BigGAN,random5class_train,train,ai,025,0,1
img_34c710d06aa25b89,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00070.png,ai/025_biggan_00070.png,BigGAN,random5class_train,train,ai,025,0,1
img_774e64e15f86d8a9,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00072.png,ai/025_biggan_00072.png,BigGAN,random5class_train,train,ai,025,0,1
img_f3efe76381a0129e,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00073.png,ai/025_biggan_00073.png,BigGAN,random5class_train,train,ai,025,0,1
img_e37f2add2a7839b2,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00075.png,ai/025_biggan_00075.png,BigGAN,random5class_train,train,ai,025,0,1
img_24c82d8eb5d0fac8,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00076.png,ai/025_biggan_00076.png,BigGAN,random5class_train,train,ai,025,0,1
img_40050124614709e8,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00077.png,ai/025_biggan_00077.png,BigGAN,random5class_train,train,ai,025,0,1
img_3e422495f41981b0,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00078.png,ai/025_biggan_00078.png,BigGAN,random5class_train,train,ai,025,0,1
img_f8930b2dfa70d2b8,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00079.png,ai/025_biggan_00079.png,BigGAN,random5class_train,train,ai,025,0,1
img_0c7ef6c38afcd6b9,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00081.png,ai/025_biggan_00081.png,BigGAN,random5class_train,train,ai,025,0,1
img_ac60a88b88e0ffb4,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00082.png,ai/025_biggan_00082.png,BigGAN,random5class_train,train,ai,025,0,1
img_bb24fc7954849a7c,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00083.png,ai/025_biggan_00083.png,BigGAN,random5class_train,train,ai,025,0,1
img_7863d6871d609638,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00084.png,ai/025_biggan_00084.png,BigGAN,random5class_train,train,ai,025,0,1
img_b6eb4a934b5e1057,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00085.png,ai/025_biggan_00085.png,BigGAN,random5class_train,train,ai,025,0,1
img_382b135002294bbc,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00086.png,ai/025_biggan_00086.png,BigGAN,random5class_train,train,ai,025,0,1
img_6ab40ac727f11ae2,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00087.png,ai/025_biggan_00087.png,BigGAN,random5class_train,train,ai,025,0,1
img_70cc156e2d452fec,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00088.png,ai/025_biggan_00088.png,BigGAN,random5class_train,train,ai,025,0,1
img_bcf0e63febc8710b,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00089.png,ai/025_biggan_00089.png,BigGAN,random5class_train,train,ai,025,0,1
img_c350aa1f0d8bc5e1,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00091.png,ai/025_biggan_00091.png,BigGAN,random5class_train,train,ai,025,0,1
img_3a84ffc1c1812b85,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00093.png,ai/025_biggan_00093.png,BigGAN,random5class_train,train,ai,025,0,1
img_73d5fea994ef52b5,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00094.png,ai/025_biggan_00094.png,BigGAN,random5class_train,train,ai,025,0,1
img_d7f35dc0999618ef,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00095.png,ai/025_biggan_00095.png,BigGAN,random5class_train,train,ai,025,0,1
img_a00122458c2db1cd,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00096.png,ai/025_biggan_00096.png,BigGAN,random5class_train,train,ai,025,0,1
img_283d72245e4774cc,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00097.png,ai/025_biggan_00097.png,BigGAN,random5class_train,train,ai,025,0,1
img_c39fc8739c8ce6dd,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00098.png,ai/025_biggan_00098.png,BigGAN,random5class_train,train,ai,025,0,1
img_9e15bc30e189e33c,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00101.png,ai/025_biggan_00101.png,BigGAN,random5class_train,train,ai,025,0,1
img_1276b277d63563cd,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00102.png,ai/025_biggan_00102.png,BigGAN,random5class_train,train,ai,025,0,1
img_42e5d7f47156c2fc,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00103.png,ai/025_biggan_00103.png,BigGAN,random5class_train,train,ai,025,0,1
img_853bd0b271ce685e,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00104.png,ai/025_biggan_00104.png,BigGAN,random5class_train,train,ai,025,0,1
img_faed11ed827d037f,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00105.png,ai/025_biggan_00105.png,BigGAN,random5class_train,train,ai,025,0,1
img_f907cfc5075dc97d,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00106.png,ai/025_biggan_00106.png,BigGAN,random5class_train,train,ai,025,0,1
img_782ac7632f861eec,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00107.png,ai/025_biggan_00107.png,BigGAN,random5class_train,train,ai,025,0,1
img_fa45ae736a3c8fb7,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00108.png,ai/025_biggan_00108.png,BigGAN,random5class_train,train,ai,025,0,1
img_e70ebf41e645d94b,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00109.png,ai/025_biggan_00109.png,BigGAN,random5class_train,train,ai,025,0,1
img_5690eadee2dec978,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00110.png,ai/025_biggan_00110.png,BigGAN,random5class_train,train,ai,025,0,1
img_37c381762ca749da,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00111.png,ai/025_biggan_00111.png,BigGAN,random5class_train,train,ai,025,0,1
img_796be24bf9b7a4bb,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00113.png,ai/025_biggan_00113.png,BigGAN,random5class_train,train,ai,025,0,1
img_d64b26128081b6d4,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00114.png,ai/025_biggan_00114.png,BigGAN,random5class_train,train,ai,025,0,1
img_958f56d5f3b6519a,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00115.png,ai/025_biggan_00115.png,BigGAN,random5class_train,train,ai,025,0,1
img_11552001197f10c7,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00117.png,ai/025_biggan_00117.png,BigGAN,random5class_train,train,ai,025,0,1
img_9210b26d9552b601,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00118.png,ai/025_biggan_00118.png,BigGAN,random5class_train,train,ai,025,0,1
img_6ded92204cea80b4,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00119.png,ai/025_biggan_00119.png,BigGAN,random5class_train,train,ai,025,0,1
img_706751f28f757997,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00120.png,ai/025_biggan_00120.png,BigGAN,random5class_train,train,ai,025,0,1
img_b4631626a396729e,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/025_biggan_00121.png,ai/025_biggan_00121.png,BigGAN,random5class_train,train,ai,025,0,1
img_f1c9316e4d931183,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00000.png,ai/114_biggan_00000.png,BigGAN,random5class_train,train,ai,114,0,1
img_460bb667b42989d7,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00001.png,ai/114_biggan_00001.png,BigGAN,random5class_train,train,ai,114,0,1
img_89d3a6b08a25f2b7,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00002.png,ai/114_biggan_00002.png,BigGAN,random5class_train,train,ai,114,0,1
img_d73b49f0b59f925c,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00004.png,ai/114_biggan_00004.png,BigGAN,random5class_train,train,ai,114,0,1
img_f5500cf4c9f1ad01,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00005.png,ai/114_biggan_00005.png,BigGAN,random5class_train,train,ai,114,0,1
img_9426f11d3bb87149,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00006.png,ai/114_biggan_00006.png,BigGAN,random5class_train,train,ai,114,0,1
img_217f302e961cf9ed,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00007.png,ai/114_biggan_00007.png,BigGAN,random5class_train,train,ai,114,0,1
img_aa8c43b7bfb24c08,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00008.png,ai/114_biggan_00008.png,BigGAN,random5class_train,train,ai,114,0,1
img_b340b345d3d8361a,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00010.png,ai/114_biggan_00010.png,BigGAN,random5class_train,train,ai,114,0,1
img_98e52fe779f96198,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00011.png,ai/114_biggan_00011.png,BigGAN,random5class_train,train,ai,114,0,1
img_6e6e2a3a0bdf9e66,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00012.png,ai/114_biggan_00012.png,BigGAN,random5class_train,train,ai,114,0,1
img_1784dfca7416c8c1,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00013.png,ai/114_biggan_00013.png,BigGAN,random5class_train,train,ai,114,0,1
img_b23bafed48f66e53,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00014.png,ai/114_biggan_00014.png,BigGAN,random5class_train,train,ai,114,0,1
img_ef5a5d56b4c45de4,/Users/nandapratama/Documents/Folder belajar/TA/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00016.png,ai/114_biggan_00016.png,BigGAN,random5class_train,train,ai,114,0,1
