image_id,path,relative_path,generator,subset_name,split,class_name,content_id,content_label,is_real,y_ai
img_eb59f0472787bdec,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00021.png,ai/114_biggan_00021.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_8f237730972c26dc,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00022.png,ai/114_biggan_00022.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_02d92dae77d05718,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00023.png,ai/114_biggan_00023.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_a1ef4bfea91b395e,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00024.png,ai/114_biggan_00024.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_75decad4c58d4d1c,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00026.png,ai/114_biggan_00026.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_0ea72be395a9e4d8,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00028.png,ai/114_biggan_00028.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_3d719138738213fd,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00030.png,ai/114_biggan_00030.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_6eca1bb97b630db2,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00031.png,ai/114_biggan_00031.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_d03ad6ec262cde7a,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00032.png,ai/114_biggan_00032.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_f4808fc3280e9a53,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00033.png,ai/114_biggan_00033.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_b3351bc0348f8a84,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00034.png,ai/114_biggan_00034.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_c33b49081543d075,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00036.png,ai/114_biggan_00036.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_3c24478aba5b01ff,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00037.png,ai/114_biggan_00037.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_8745ea45bb3403a4,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00040.png,ai/114_biggan_00040.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_7ad77bc843779153,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00042.png,ai/114_biggan_00042.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_3eacbff1a0ad7744,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00043.png,ai/114_biggan_00043.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_ae6cf8915b07c35c,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00044.png,ai/114_biggan_00044.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_2effab302108a778,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00045.png,ai/114_biggan_00045.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_8dc6336f26474fe3,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00046.png,ai/114_biggan_00046.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_259c1be9146239f1,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00047.png,ai/114_biggan_00047.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_ceb2a2c1f2ceecde,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00048.png,ai/114_biggan_00048.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_41193f5d276e8182,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00049.png,ai/114_biggan_00049.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_c08cf135fa322425,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00050.png,ai/114_biggan_00050.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_3a58a22c2c4f2d7c,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00051.png,ai/114_biggan_00051.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_bf1a85e201d401bf,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00052.png,ai/114_biggan_00052.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_1f6d00d7ff53326b,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00053.png,ai/114_biggan_00053.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_59e2f481370d4c8e,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00054.png,ai/114_biggan_00054.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_e2c483c7087bbc87,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00055.png,ai/114_biggan_00055.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_c1cd70a5cff9d7b8,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00056.png,ai/114_biggan_00056.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_0ebaa45ff0bd93bf,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00057.png,ai/114_biggan_00057.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_6575e142566b470c,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00058.png,ai/114_biggan_00058.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_197d79566cbe0500,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00059.png,ai/114_biggan_00059.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_a70bf9a345fc1dbf,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00060.png,ai/114_biggan_00060.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_7b1ae430e6c193a7,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00061.png,ai/114_biggan_00061.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_b2c5dc91a2525961,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00062.png,ai/114_biggan_00062.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_a3943bf8770ff446,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00063.png,ai/114_biggan_00063.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_6a41234664400f81,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00064.png,ai/114_biggan_00064.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_6c865de224da9d5e,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00066.png,ai/114_biggan_00066.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_2bd274024e91d4bc,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00067.png,ai/114_biggan_00067.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_c6957653d49f8273,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00068.png,ai/114_biggan_00068.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_7f5313e47ec1e509,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00069.png,ai/114_biggan_00069.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_1b5f80ed53f1bec5,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00070.png,ai/114_biggan_00070.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_6bf2c9a4f909f67b,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00072.png,ai/114_biggan_00072.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_d7be5c8233ec9c15,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00073.png,ai/114_biggan_00073.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_aa140357977c5302,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00075.png,ai/114_biggan_00075.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_e72e52201bb302b5,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00076.png,ai/114_biggan_00076.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_001d2578869b638d,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00077.png,ai/114_biggan_00077.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_95d368fa0172e79b,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00078.png,ai/114_biggan_00078.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_c42b74a5df9e3acc,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00079.png,ai/114_biggan_00079.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_eaf4b5875b3a69ec,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00081.png,ai/114_biggan_00081.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_2aaa9940991998a6,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00082.png,ai/114_biggan_00082.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_c5b271fc3bed0585,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00083.png,ai/114_biggan_00083.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_3cf78311d66e6b03,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00084.png,ai/114_biggan_00084.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_04d53f9ee22dcffb,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00085.png,ai/114_biggan_00085.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_816ae16f34c62189,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00086.png,ai/114_biggan_00086.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_33c310904fb9c1b2,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00087.png,ai/114_biggan_00087.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_7de8b2d022faa1c5,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00088.png,ai/114_biggan_00088.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_08836eb29a94864f,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00089.png,ai/114_biggan_00089.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_7b4d43fb94c886bc,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00091.png,ai/114_biggan_00091.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_1b851e1ee8e81479,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00093.png,ai/114_biggan_00093.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_287444beb9e3241c,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00094.png,ai/114_biggan_00094.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_203baecda2cdfde2,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00095.png,ai/114_biggan_00095.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_4c7200ca78188b6b,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00096.png,ai/114_biggan_00096.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_46be6eec28a6683d,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00097.png,ai/114_biggan_00097.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_1702c1103113ce67,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00098.png,ai/114_biggan_00098.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_d8d7bbc1fb0988d0,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00101.png,ai/114_biggan_00101.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_a39b552065e6cbcd,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00102.png,ai/114_biggan_00102.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_bca6a0e57464963f,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00103.png,ai/114_biggan_00103.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_1fa6c035d5b521b3,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00104.png,ai/114_biggan_00104.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_4a16ccda301be26d,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00105.png,ai/114_biggan_00105.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_b347be452791fc66,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00106.png,ai/114_biggan_00106.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_3cecb3af48ff95ee,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00107.png,ai/114_biggan_00107.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_df3b5dce3b62377e,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00108.png,ai/114_biggan_00108.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_e48bd85d1cb8dc43,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00109.png,ai/114_biggan_00109.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_477b0cf904d5420e,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00110.png,ai/114_biggan_00110.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_3e88bd9fdcb5c967,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00111.png,ai/114_biggan_00111.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_f20399316134f6f6,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00113.png,ai/114_biggan_00113.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_30048a6b9749f2ba,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00114.png,ai/114_biggan_00114.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_a34a1127cf0f915f,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00115.png,ai/114_biggan_00115.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_02fefd485725da84,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00117.png,ai/114_biggan_00117.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_0e9aab80fe2168c8,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00118.png,ai/114_biggan_00118.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_bf2fff7313a547a6,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00119.png,ai/114_biggan_00119.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_b8b49163f5de7ce9,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00120.png,ai/114_biggan_00120.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_5d52814479621376,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/114_biggan_00121.png,ai/114_biggan_00121.png,BigGAN,biggan_midjourney_common4_train,train,ai,114,slug,0,1
img_c429cc2dec1ec373,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00000.png,ai/281_biggan_00000.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
img_4b9285a38c5f9404,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00001.png,ai/281_biggan_00001.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
img_6b66a33f59efecea,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00002.png,ai/281_biggan_00002.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
img_516f97fb24215ba9,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00004.png,ai/281_biggan_00004.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
img_b0dae84b71c78468,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00005.png,ai/281_biggan_00005.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
img_b5c78e736505409e,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00006.png,ai/281_biggan_00006.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
img_f0e877539a815048,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00007.png,ai/281_biggan_00007.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
img_c16f8c5de94c25d0,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage/BigGAN/train/ai/281_biggan_00008.png,ai/281_biggan_00008.png,BigGAN,biggan_midjourney_common4_train,train,ai,281,tabby,0,1
