image_id,path,relative_path,archive_path,internal_path,generator,subset_name,split,class_name,content_id,content_label,imagenet_id,wordnet_id,is_real,y_ai
BigGAN_ai_000_000010,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00132.png,BigGAN/train/ai/000_biggan_00132.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00132.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000011,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00010.png,BigGAN/train/ai/000_biggan_00010.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00010.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000012,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00008.png,BigGAN/train/ai/000_biggan_00008.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00008.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000013,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00031.png,BigGAN/train/ai/000_biggan_00031.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00031.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000014,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00068.png,BigGAN/train/ai/000_biggan_00068.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00068.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000015,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00073.png,BigGAN/train/ai/000_biggan_00073.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00073.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000016,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00159.png,BigGAN/train/ai/000_biggan_00159.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00159.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000017,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00196.png,BigGAN/train/ai/000_biggan_00196.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00196.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000018,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00176.png,BigGAN/train/ai/000_biggan_00176.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00176.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000019,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00062.png,BigGAN/train/ai/000_biggan_00062.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00062.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000020,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00187.png,BigGAN/train/ai/000_biggan_00187.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00187.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000021,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00131.png,BigGAN/train/ai/000_biggan_00131.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00131.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000022,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00069.png,BigGAN/train/ai/000_biggan_00069.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00069.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000023,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00140.png,BigGAN/train/ai/000_biggan_00140.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00140.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000024,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00087.png,BigGAN/train/ai/000_biggan_00087.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00087.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000025,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00001.png,BigGAN/train/ai/000_biggan_00001.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00001.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000026,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00052.png,BigGAN/train/ai/000_biggan_00052.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00052.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000027,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00185.png,BigGAN/train/ai/000_biggan_00185.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00185.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000028,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00107.png,BigGAN/train/ai/000_biggan_00107.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00107.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000029,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00169.png,BigGAN/train/ai/000_biggan_00169.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00169.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000030,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00051.png,BigGAN/train/ai/000_biggan_00051.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00051.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000031,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00180.png,BigGAN/train/ai/000_biggan_00180.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00180.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000032,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00106.png,BigGAN/train/ai/000_biggan_00106.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00106.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000033,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00188.png,BigGAN/train/ai/000_biggan_00188.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00188.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000034,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00181.png,BigGAN/train/ai/000_biggan_00181.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00181.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000035,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00060.png,BigGAN/train/ai/000_biggan_00060.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00060.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000036,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00014.png,BigGAN/train/ai/000_biggan_00014.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00014.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000037,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00057.png,BigGAN/train/ai/000_biggan_00057.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00057.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000038,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00165.png,BigGAN/train/ai/000_biggan_00165.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00165.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000039,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00056.png,BigGAN/train/ai/000_biggan_00056.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00056.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000040,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00095.png,BigGAN/train/ai/000_biggan_00095.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00095.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000041,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00045.png,BigGAN/train/ai/000_biggan_00045.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00045.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000042,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00126.png,BigGAN/train/ai/000_biggan_00126.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00126.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000043,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00006.png,BigGAN/train/ai/000_biggan_00006.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00006.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000044,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00114.png,BigGAN/train/ai/000_biggan_00114.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00114.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000045,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00072.png,BigGAN/train/ai/000_biggan_00072.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00072.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000046,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00084.png,BigGAN/train/ai/000_biggan_00084.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00084.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000047,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00018.png,BigGAN/train/ai/000_biggan_00018.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00018.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000048,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00155.png,BigGAN/train/ai/000_biggan_00155.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00155.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_ai_000_000049,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/ai/000_biggan_00012.png,BigGAN/train/ai/000_biggan_00012.png,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/ai/000_biggan_00012.png,BigGAN,biggan_midjourney_multiclass_train,train,ai,000,tench,0,n01440764,False,1
BigGAN_nature_000_000050,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_8052.JPEG,BigGAN/train/nature/n01440764_8052.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_8052.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000051,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_27339.JPEG,BigGAN/train/nature/n01440764_27339.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_27339.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000052,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_9776.JPEG,BigGAN/train/nature/n01440764_9776.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_9776.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000053,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_416.JPEG,BigGAN/train/nature/n01440764_416.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_416.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000054,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_8455.JPEG,BigGAN/train/nature/n01440764_8455.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_8455.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000055,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_16051.JPEG,BigGAN/train/nature/n01440764_16051.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_16051.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000056,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_10995.JPEG,BigGAN/train/nature/n01440764_10995.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_10995.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000057,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_10373.JPEG,BigGAN/train/nature/n01440764_10373.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_10373.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000058,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_2095.JPEG,BigGAN/train/nature/n01440764_2095.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_2095.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000059,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_2708.JPEG,BigGAN/train/nature/n01440764_2708.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_2708.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
BigGAN_nature_000_000060,/home/nanda/folder belajar/TA-2026/nr_iqa_genimage_scaffold/data/raw/genimage_multiclass_balanced/genimage/BigGAN/train/nature/n01440764_11656.JPEG,BigGAN/train/nature/n01440764_11656.JPEG,/content/drive/MyDrive/BigGAN/imagenet_ai_0419_biggan.zip,imagenet_ai_0419_biggan/train/nature/n01440764_11656.JPEG,BigGAN,biggan_midjourney_multiclass_train,train,nature,n01440764,tench,0,n01440764,True,0
