image_id,fft_mag_mean,fft_phase_mean,fft_phase_cos_mean,fft_phase_sin_mean
img_6609d28b081fdf17,2626.91650390625,0.00019174767658114433,0.01090721320360899,-1.6298145055770874e-09
img_0bc265830ae244be,2800.57080078125,0.0001917462795972824,0.021677132695913315,9.313225746154785e-10
img_1938fe79e0dec3ac,2622.718017578125,0.0003834906965494156,0.007589417509734631,-6.984919309616089e-10
img_c02010a11dd9f7d9,1931.65576171875,0.0003834962844848633,-0.0043587451800704,1.862645149230957e-09
img_1734c2a5ba3f44c9,2037.791015625,0.0003834851086139679,-0.023550519719719887,1.862645149230957e-09
img_74b9147228cdf1f1,3204.0859375,0.00019174255430698395,0.009638489224016666,0.0
img_be1176fbe233bcc4,1874.95947265625,0.00019175000488758087,-0.0096351383253932,0.0
img_0c0667cf51072957,3117.389404296875,0.0003834981471300125,0.010479306802153587,-3.725290298461914e-09
img_83b955f75a29b3e1,1561.4892578125,0.00038349442183971405,-0.004021698143333197,3.2014213502407074e-10
img_d65c86dafa2177b5,3019.636962890625,0.0003834967501461506,0.021547621116042137,3.4924596548080444e-10
img_1824e5b713f6a9b4,2565.3544921875,-9.313225746154785e-10,-0.006074059754610062,2.3283064365386963e-10
img_23ae071227e45631,2345.589111328125,0.00019174814224243164,0.0012134051648899913,0.0
img_f64e07468aaa304e,2625.9189453125,0.0003834930248558521,0.021199632436037064,-1.1641532182693481e-10
img_621adb0f165ca2ed,3361.6611328125,0.00019174441695213318,0.02633632719516754,-9.313225746154785e-10
img_abdd46e3a6eb256f,2927.442138671875,0.00019174814224243164,0.011733610183000565,-4.656612873077393e-10
img_ab50cbd8ca1581d8,2838.759765625,0.0003834972158074379,0.014462430030107498,0.0
img_583dbd259946fd00,2746.967041015625,0.0003834972158074379,0.004018578212708235,2.3283064365386963e-10
img_022cbf866a5dc2e4,1546.3841552734375,0.0001917462795972824,0.004676105920225382,0.0
img_4e096d334bbb56f0,2957.29296875,1.862645149230957e-09,0.019304955378174782,-9.313225746154785e-10
img_5481f42d8d025795,2452.5673828125,-9.313225746154785e-10,0.005639444105327129,0.0
img_b47a2dfd48456bf6,2979.465576171875,0.00019174767658114433,0.004068018402904272,-1.1641532182693481e-09
img_34c710d06aa25b89,2223.153564453125,0.00019174721091985703,0.002892331685870886,-6.693881005048752e-10
img_774e64e15f86d8a9,2938.847900390625,0.0003834916278719902,-0.0037374687381088734,0.0
img_f3efe76381a0129e,3339.27001953125,0.00019175000488758087,-0.010775119997560978,0.0
img_e37f2add2a7839b2,2401.70068359375,0.0003834967501461506,0.010885916650295258,-1.3969838619232178e-09
img_24c82d8eb5d0fac8,2687.737060546875,0.00019174953922629356,0.017067404463887215,-1.1641532182693481e-09
img_40050124614709e8,2620.478515625,0.00019174441695213318,-0.004787931218743324,-9.313225746154785e-10
img_3e422495f41981b0,3481.48046875,0.0001917462795972824,0.028558269143104553,0.0
img_f8930b2dfa70d2b8,2889.61572265625,0.00019174814224243164,-0.025924909859895706,1.862645149230957e-09
img_0c7ef6c38afcd6b9,2906.75341796875,0.00038349535316228867,0.02911395952105522,4.656612873077393e-10
img_ac60a88b88e0ffb4,2973.531982421875,0.00019174907356500626,-0.001180959166958928,-4.656612873077393e-10
img_bb24fc7954849a7c,2051.12890625,0.00019174814224243164,0.014619543217122555,0.0
img_7863d6871d609638,2206.218994140625,0.0003835037350654602,0.0812794640660286,0.0
img_b6eb4a934b5e1057,2809.190673828125,0.00038349395617842674,-0.0028212652541697025,-1.280568540096283e-09
img_382b135002294bbc,3503.2060546875,0.0003834972158074379,0.03298946097493172,-3.4924596548080444e-10
img_6ab40ac727f11ae2,2809.842041015625,0.00019175000488758087,0.004771272651851177,-9.313225746154785e-10
img_70cc156e2d452fec,2561.35595703125,0.00019174721091985703,0.005597831215709448,4.656612873077393e-10
img_bcf0e63febc8710b,3447.1748046875,0.0003834962844848633,0.029174325987696648,0.0
img_c350aa1f0d8bc5e1,2768.492919921875,0.00019174674525856972,0.01038673147559166,2.3283064365386963e-10
img_3a84ffc1c1812b85,2697.2021484375,0.00038349535316228867,0.011556324549019337,6.984919309616089e-10
img_73d5fea994ef52b5,2358.28125,0.00019174767658114433,0.0031311302445828915,-1.6298145055770874e-09
img_d7f35dc0999618ef,2554.22412109375,0.00038349442183971405,0.0017044711858034134,-9.313225746154785e-10
img_a00122458c2db1cd,1747.7216796875,0.00038349442183971405,-0.0083314199000597,0.0
img_283d72245e4774cc,1793.23291015625,0.00019174814224243164,-0.01139831729233265,1.862645149230957e-09
img_c39fc8739c8ce6dd,2486.78369140625,0.00019174441695213318,-0.0006636903854086995,-9.313225746154785e-10
img_9e15bc30e189e33c,2444.108154296875,0.0001917462795972824,-0.0066087557934224606,0.0
img_1276b277d63563cd,2727.07080078125,0.00019174441695213318,0.02432282269001007,9.313225746154785e-10
img_42e5d7f47156c2fc,3359.5400390625,0.0001917518675327301,0.018701791763305664,9.313225746154785e-10
img_853bd0b271ce685e,2626.39453125,0.00038349535316228867,0.006792919710278511,2.3283064365386963e-10
img_faed11ed827d037f,2166.09716796875,0.00019174814224243164,0.0028076996095478535,-3.4924596548080444e-10
img_f907cfc5075dc97d,2568.77685546875,0.0003834976814687252,-0.011633412912487984,0.0
img_782ac7632f861eec,2428.41015625,0.00038349442183971405,0.009496612474322319,6.984919309616089e-10
img_fa45ae736a3c8fb7,3064.8837890625,0.0001917458139359951,0.00509770680218935,-9.313225746154785e-10
img_e70ebf41e645d94b,2146.1357421875,2.7939677238464355e-09,-0.0038811196573078632,6.984919309616089e-10
img_5690eadee2dec978,2220.503173828125,0.00019174744375050068,0.016947589814662933,0.0
img_37c381762ca749da,3304.879150390625,0.0003834925591945648,0.0029068784788250923,-5.820766091346741e-10
img_796be24bf9b7a4bb,2212.2294921875,0.0003834981471300125,-0.009251791052520275,-9.313225746154785e-10
img_d64b26128081b6d4,2396.99951171875,0.0003834962844848633,-0.0033543857280164957,-9.313225746154785e-10
img_958f56d5f3b6519a,2636.01904296875,0.0001917462795972824,0.014150911942124367,-9.313225746154785e-10
img_11552001197f10c7,2769.8701171875,0.0001917462795972824,0.009837559424340725,-4.656612873077393e-10
img_9210b26d9552b601,1839.1160888671875,0.00019174814224243164,-0.0014750402187928557,-8.149072527885437e-10
img_6ded92204cea80b4,2757.5439453125,0.00019174814224243164,0.026470184326171875,1.3969838619232178e-09
img_706751f28f757997,1840.75830078125,0.0003834986127912998,0.009211326017975807,-6.984919309616089e-10
img_b4631626a396729e,3079.1904296875,0.00019174907356500626,0.0008258934831246734,9.313225746154785e-10
img_f1c9316e4d931183,1632.8505859375,0.00019174814224243164,0.050193335860967636,0.0
img_460bb667b42989d7,1915.5592041015625,-1.862645149230957e-09,-0.00016628776211291552,-4.656612873077393e-10
img_89d3a6b08a25f2b7,1228.95947265625,0.0003834916278719902,-0.0032058183569461107,2.3283064365386963e-10
img_d73b49f0b59f925c,3144.2109375,0.00019174814224243164,-0.0041171046905219555,9.313225746154785e-10
img_f5500cf4c9f1ad01,2442.263671875,0.0,0.008334476500749588,9.313225746154785e-10
img_9426f11d3bb87149,1831.91162109375,0.0,0.007866806350648403,4.656612873077393e-10
img_217f302e961cf9ed,2426.326416015625,0.00019174907356500626,-0.00533462967723608,0.0
img_aa8c43b7bfb24c08,2879.4248046875,6.984919309616089e-10,-0.0033289706334471703,-5.820766091346741e-10
img_b340b345d3d8361a,2090.2373046875,0.00038349442183971405,0.03564818948507309,1.280568540096283e-09
img_98e52fe779f96198,3449.90234375,0.0003834986127912998,0.006597869098186493,6.984919309616089e-10
img_6e6e2a3a0bdf9e66,1660.751708984375,-9.313225746154785e-10,0.004826010204851627,0.0
img_1784dfca7416c8c1,1401.22412109375,0.00038349442183971405,-0.006048070732504129,0.0
img_b23bafed48f66e53,2524.48388671875,-9.313225746154785e-10,-0.008374907076358795,-1.3969838619232178e-09
img_ef5a5d56b4c45de4,2787.16552734375,0.0005752425640821457,0.010099261067807674,0.0
img_1abe8f0c4ac11d8f,3270.623046875,0.00038349442183971405,-0.015774646773934364,-9.313225746154785e-10
img_81d631c0097722d8,2546.006103515625,0.0,-0.009274186566472054,0.0
img_71bb6b249811e3c4,3010.15673828125,2.3283064365386963e-09,-0.0102296257391572,-1.0477378964424133e-09
img_ee49225dbc06c1ac,1456.068115234375,0.00019174814224243164,0.034489184617996216,0.0
img_8c3da1c901795059,3702.1669921875,0.0005752439610660076,0.013825923204421997,-9.313225746154785e-10
img_ee54b1f29b682dbc,2796.65771484375,0.00019174814224243164,0.0027303919196128845,9.313225746154785e-10
img_9e99f97305fb5061,2672.04541015625,0.00019174441695213318,0.0006639533676207066,-9.313225746154785e-10
img_563429f704cda78f,1604.832763671875,0.00038349442183971405,0.09014631807804108,-9.313225746154785e-10
img_01894464c84385e3,2883.59716796875,0.00019174907356500626,-0.0024611710105091333,9.313225746154785e-10
img_6ecce51cd414389b,1845.33203125,0.00019174721091985703,-0.0026167109608650208,-1.3969838619232178e-09
img_e2929b5693b0459d,1929.982177734375,-1.862645149230957e-09,-0.000623172614723444,0.0
img_168a1c4258e5304e,2061.5078125,1.862645149230957e-09,-0.0015456781256943941,-1.862645149230957e-09
img_7ea6d52c38528df5,1420.197021484375,0.00038348883390426636,0.09261085838079453,1.862645149230957e-09
img_cbd4220f1035c226,1972.0,0.00019174814224243164,-0.012995118275284767,9.313225746154785e-10
img_50f1c11bfe8e222c,3651.822021484375,0.0003834962844848633,0.023054838180541992,9.313225746154785e-10
img_0bda8ea12948d55b,2183.324462890625,0.0001917462795972824,0.026364807039499283,0.0
img_5ea034caa4a006ef,2134.975830078125,0.00038350000977516174,0.029484950006008148,0.0
img_4c214938e8612e0f,3114.9326171875,0.00019174814224243164,0.0161748006939888,1.1641532182693481e-10
img_9b02bcc31639d846,3326.3974609375,0.00019174814224243164,0.015261163003742695,9.313225746154785e-10
img_0f0ad07b9d4163a0,1557.302001953125,0.0003834962844848633,-0.1329108625650406,0.0
img_bd05d26037b8e54a,2933.42919921875,0.0001917458139359951,-0.006649172864854336,2.3283064365386963e-10
img_25a9453192e22401,2867.11328125,0.0003834981471300125,-0.013284139335155487,9.313225746154785e-10
img_06bff5cac778421a,2532.874755859375,0.00019174953922629356,-0.020893342792987823,4.656612873077393e-10
img_028a7edfb16d8c80,1979.525634765625,0.00019174814224243164,0.007030075415968895,0.0
img_b89c6952fd7b3e62,2700.1083984375,0.0001917462795972824,-0.0012567021185532212,-1.1641532182693481e-09
img_dd36c34595681966,3051.06591796875,0.00038349698297679424,0.02490386739373207,-3.4924596548080444e-10
img_fc2b285aa854b6b0,1945.930908203125,0.0,-0.010092460550367832,-2.3283064365386963e-10
img_1826c44a1602e0ce,2768.2939453125,2.7939677238464355e-09,0.0044445679523050785,9.313225746154785e-10
img_13b84c370b5f073a,2268.1083984375,0.0,0.002148109022527933,0.0
img_306c93e8caf1bf7f,1443.928466796875,0.0003834962844848633,0.06065122038125992,3.725290298461914e-09
img_49a82aa0cf42c535,1730.1259765625,0.0001917448826134205,0.00048062182031571865,0.0
img_4daadcc2bf2e7196,2177.2333984375,0.0,-0.004329334013164043,-1.862645149230957e-09
img_cc6296124620ea5c,2275.544189453125,3.725290298461914e-09,0.003788942703977227,0.0
img_5791e2f1a39ee08e,1857.632080078125,0.00019174814224243164,0.010269641876220703,9.313225746154785e-10
img_4534727657f9fa56,2951.3642578125,5.587935447692871e-09,0.011609189212322235,0.0
img_bfd3a17b93c0ef34,2713.4248046875,0.0001917462795972824,0.0003321366966702044,9.313225746154785e-10
img_d09ac983d1f2f10a,1941.360595703125,1.3969838619232178e-09,-0.00025484361685812473,8.149072527885437e-10
img_484c9d9813f91d3c,1749.22265625,0.00019174441695213318,0.007349948398768902,9.313225746154785e-10
img_bed252a46436aeaf,1787.2606201171875,0.0,0.0025085145607590675,1.862645149230957e-09
img_78c2c2af72a46678,2464.48291015625,0.0,0.0006899455329403281,-9.313225746154785e-10
img_a87c0e4e31af1542,2942.56640625,0.0005752416327595711,0.012054162099957466,-9.313225746154785e-10
img_d88f2f343e733ac4,2661.65380859375,-3.725290298461914e-09,0.0120479054749012,-9.313225746154785e-10
img_7ced6115a077d69c,756.90478515625,0.0001917462795972824,0.115121990442276,0.0
img_e32684879cbd89ec,2165.6767578125,0.0,-0.002271783072501421,-9.313225746154785e-10
img_19eed8631ec012e0,2197.515380859375,0.00019175000488758087,0.024161068722605705,0.0
img_5e2bcd526ee6f2be,3068.759033203125,0.00019174674525856972,0.007789253257215023,-4.656612873077393e-10
img_8a3a74e5899e61f0,1806.3330078125,2.7939677238464355e-09,0.008727489970624447,-4.656612873077393e-10
img_43fccc2e0485fce8,1237.411865234375,0.00019174814224243164,0.04344874620437622,-2.3283064365386963e-10
img_036d118ef3fd021b,2936.0029296875,0.00019174162298440933,0.009006116539239883,4.656612873077393e-10
img_8a22831c985440dc,2547.99267578125,0.00019174814224243164,0.00395648367702961,0.0
img_857e1dd7480de085,1989.4942626953125,0.0003834962844848633,0.020595205947756767,1.862645149230957e-09
img_916b724809d862a2,2118.2783203125,1.5133991837501526e-09,0.012150602415204048,-4.656612873077393e-10
img_e887e579a3b78f28,3482.17822265625,0.0005752434954047203,0.026108063757419586,-4.656612873077393e-10
img_33a95809d822652a,2844.981689453125,0.00019174814224243164,0.00828652922064066,-2.3283064365386963e-10
img_dc4649acc5bcbad4,2759.81396484375,-2.3283064365386963e-10,-0.001967113697901368,4.656612873077393e-10
img_4a77e91434dd126f,1453.271484375,0.00019174441695213318,-0.06952496618032455,1.862645149230957e-09
img_1b9f0388bb576456,3055.319580078125,0.00038349535316228867,0.007996528409421444,-1.6298145055770874e-09
img_a27eb095ca984c5c,2236.7373046875,0.00038349488750100136,0.005916459485888481,4.656612873077393e-10
img_75d1a5ee918b4153,1098.6251220703125,0.0003834962844848633,-0.008064107969403267,1.862645149230957e-09
img_c3b80881b59536a7,2556.2724609375,3.725290298461914e-09,0.012054502964019775,0.0
img_c4b9376d05799538,1398.6185302734375,0.0003835037350654602,-0.05669553577899933,0.0
img_9e7921cdc6794910,2101.521484375,0.0001917518675327301,0.00030870805494487286,0.0
img_8003411fad62809f,1235.7396240234375,0.00038349349051713943,-0.007811268791556358,0.0
img_241d59a637ff51ac,1552.886474609375,0.00019174814224243164,-0.026599256321787834,1.862645149230957e-09
img_9bb0c0a7d391d8c2,1589.12841796875,0.00038349535316228867,0.011522829532623291,1.3969838619232178e-09
img_a5cb7868910d206e,2008.8446044921875,-1.862645149230957e-09,-0.008255509659647942,-9.313225746154785e-10
img_38566fe05f45b641,1787.3824462890625,-4.656612873077393e-10,-0.015424773097038269,6.984919309616089e-10
img_5b15a0b3e97ff9c9,2209.58203125,0.00038349442183971405,0.00512290932238102,-1.862645149230957e-09
img_4f4137f81a20dad0,1724.4598388671875,0.0,0.06310299783945084,0.0
img_f4f1f8d4a7739d4a,2070.12255859375,0.00019174767658114433,0.008160097524523735,1.5133991837501526e-09
img_f33e908d7a47e3e8,2963.005859375,0.0001917453482747078,0.0023797559551894665,1.1641532182693481e-09
img_e601438e0d208043,2031.15966796875,0.00019174814224243164,0.012142639607191086,9.313225746154785e-10
img_cd0f3570fc742729,1676.6982421875,0.00038349442183971405,0.010340258479118347,-9.313225746154785e-10
img_64dca278b14bed1d,3142.6357421875,0.0001917509362101555,0.012560565024614334,4.656612873077393e-10
img_5c40b4c275655acd,2854.26806640625,0.0003834981471300125,0.01153609249740839,4.656612873077393e-10
img_7cb3d64f6bee647f,1743.4146728515625,0.00019174639601260424,0.015263866633176804,-6.984919309616089e-10
img_57940f2811f4c364,2041.846435546875,0.0005752416327595711,0.020722655579447746,9.313225746154785e-10
img_44a23d3c71c8d340,1449.932373046875,0.00038349442183971405,-0.03700567036867142,1.862645149230957e-09
img_e0f82652b8db97c7,2918.739013671875,0.00019174907356500626,-0.00281964847818017,0.0
img_6c13fe2f8d7da2ee,2676.49267578125,0.0,0.01064208336174488,0.0
img_a8c6e144f4d09d5b,2080.583984375,0.00019174441695213318,0.02146201580762863,0.0
img_af3bdc4de14bee1c,2537.83544921875,1.862645149230957e-09,-0.010143333114683628,0.0
img_933fd7c71f33024a,2417.337158203125,-3.725290298461914e-09,-0.0082887914031744,9.313225746154785e-10
img_70f9678c45319167,2033.522705078125,0.0,-0.0034471661783754826,0.0
img_7a783b7f38338606,1997.2261962890625,9.313225746154785e-10,-0.001847064821049571,-4.656612873077393e-10
img_eb861c71750fcdba,2777.12890625,0.0001917462795972824,-0.015323926694691181,-9.313225746154785e-10
img_4ab406df016ee905,1874.240478515625,0.0003834925591945648,-0.0034296116791665554,0.0
img_e3562ba16ec6c7da,1873.5675048828125,0.00019174441695213318,-0.002801113296300173,0.0
img_d830a31258c687a9,1792.992919921875,0.0003834955859929323,-0.014200296252965927,4.656612873077393e-10
img_7a2881b46e56ce42,2071.18994140625,0.00038349442183971405,0.014593830332159996,-2.3283064365386963e-10
img_afea26c267f2e3bf,1783.21630859375,0.00019174441695213318,0.023855779320001602,3.725290298461914e-09
img_96fe1ec52b5725f0,2289.225830078125,0.00038349442183971405,0.00037691276520490646,0.0
img_a40817eb1e322172,1518.80615234375,0.00019174907356500626,0.0123005835339427,-4.656612873077393e-10
img_5371c229353c75a4,2259.77978515625,0.00019174907356500626,0.014408647082746029,4.656612873077393e-10
img_16dae1cf3e026f82,2107.65625,0.00038349442183971405,0.024113310500979424,9.313225746154785e-10
img_3cce26bcbc52f69d,2851.09375,0.00019174907356500626,0.004667983390390873,-4.656612873077393e-10
img_dfc5b78815822676,1976.8719482421875,0.00019174721091985703,0.006284866016358137,-9.313225746154785e-10
img_906c9012fda9c814,1337.658203125,0.0001917462795972824,0.08560006320476532,0.0
img_92d8ee566ee71b81,2518.927001953125,0.00019174767658114433,-0.0037665371783077717,2.3283064365386963e-10
img_1aad208e5f1fe933,2326.9326171875,0.00019174814224243164,0.04255793243646622,0.0
img_805c8aca87b2a3e9,2108.998291015625,0.00019174860790371895,0.0017618376296013594,-6.984919309616089e-10
img_6d1769c2d5190472,2143.16162109375,0.0003834925591945648,-0.020757414400577545,0.0
img_74aa002ab1fb15ef,1978.33349609375,0.0003834962844848633,0.012413537129759789,2.3283064365386963e-10
img_adf4f848e94b0244,1616.453125,0.00019175000488758087,0.015433760359883308,9.313225746154785e-10
img_0ebd0f294ba87bf5,1994.2003173828125,0.0001917448826134205,0.01229874324053526,-1.0477378964424133e-09
img_c2d124e7122b5876,1833.63623046875,0.0001917453482747078,0.011639004573225975,-9.313225746154785e-10
img_1397f08fe738dc08,2216.99462890625,0.0001917462795972824,-0.008249631151556969,9.313225746154785e-10
img_fc21d436ad140662,2537.58740234375,0.0003834962844848633,-0.013701181858778,-3.4924596548080444e-10
img_4e041d596a51e0fa,1899.13671875,0.0003834962844848633,0.006281128618866205,6.984919309616089e-10
img_187663bf223c3579,1575.65625,0.00019174814224243164,-0.00651980098336935,0.0
img_47b6afc6ffd4ec6e,1707.932373046875,0.0003834930248558521,0.008523033931851387,-1.7462298274040222e-10
img_f042695dba9d332f,1880.713623046875,0.0001917518675327301,0.03223002701997757,0.0
img_68351e8948dc2ab0,2061.62158203125,0.0001917458139359951,-0.004976165946573019,-2.3283064365386963e-10
img_a28c36cbf46b80cd,2017.0,0.0003834962844848633,0.022651055827736855,1.862645149230957e-09
img_14669b83836872b9,1576.941162109375,0.00019174441695213318,0.02818785421550274,-1.862645149230957e-09
img_870b3aa74ce1db59,2252.00244140625,0.0003834925591945648,-0.0022987204138189554,9.313225746154785e-10
img_734a3c0b1d756768,2345.83642578125,0.00019175000488758087,-0.016827542334794998,1.862645149230957e-09
img_e670cf7d3704d419,2495.89453125,0.00019174511544406414,0.026876501739025116,0.0
img_5493fe7959538ddc,2417.774658203125,0.00019174814224243164,-0.02728995680809021,1.862645149230957e-09
img_e9c30cde6c2c886f,2110.12890625,0.00019174721091985703,0.0022354566026479006,1.4551915228366852e-09
img_c55170ed4242a551,2155.4150390625,0.0001917483750730753,0.014116175472736359,0.0
img_d77e3b2ee9d2598b,2001.427490234375,0.00019174814224243164,-0.03640367463231087,0.0
img_3da1c860ba2be872,2152.12255859375,0.00019174814224243164,0.02001199498772621,0.0
img_6a84218ab730e3fa,2250.7373046875,0.0003834962844848633,0.008335690945386887,-9.313225746154785e-10
img_f62f2aaef638de45,2155.762451171875,0.00038349535316228867,0.006784889847040176,0.0
img_e42015c0cefef87e,2141.71435546875,0.0005752444267272949,0.05124333128333092,0.0
img_632c8b9efffe73f2,1528.5274658203125,0.00019174814224243164,0.008153307251632214,-9.313225746154785e-10
img_0beffe67938a8cc0,2074.31884765625,0.0003834962844848633,-0.012804633937776089,0.0
img_f8a3a38f2fc9983b,2004.2391357421875,0.00038349442183971405,0.008536207489669323,1.862645149230957e-09
img_951b4c459739838b,2235.43505859375,0.0003834925591945648,0.014177312143146992,-9.313225746154785e-10
img_227e13883138ccb2,1910.9310302734375,0.00038349395617842674,-0.0011621792800724506,-4.656612873077393e-10
img_0ae2cbfc0666fac2,1935.435791015625,0.0001917462795972824,0.017029985785484314,-9.313225746154785e-10
img_bb2ba828a10bd4de,1977.1187744140625,0.00019174814224243164,-0.0005611369851976633,2.3283064365386963e-10
img_073333fa813cf0a7,1469.174072265625,0.00019174814224243164,0.018373865634202957,1.862645149230957e-09
img_f7d071878bae257f,2325.81591796875,0.00038349349051713943,0.010300807654857635,0.0
img_a4fdca5761c95d42,1630.9443359375,0.00038349442183971405,0.014071641489863396,-9.313225746154785e-10
img_8925dec04a9f7c95,1945.3609619140625,0.00038348883390426636,0.041192516684532166,0.0
img_fdff1f13b25ddefe,2427.20947265625,0.00019174441695213318,0.005325242877006531,-9.313225746154785e-10
img_92ac06a7efcb246f,1693.46875,0.0005752425640821457,0.013735149055719376,-4.656612873077393e-10
img_23f0c17996c693b4,1780.071044921875,0.00019174814224243164,-0.026455247774720192,0.0
img_c8158adaec11cfca,2084.93310546875,0.00019174441695213318,-0.019417280331254005,0.0
img_a54be6db8eb584a8,1420.3802490234375,0.00038348883390426636,0.05907359719276428,0.0
img_8cc2f831302f1ab9,1776.8369140625,0.00038348883390426636,0.03289968520402908,-1.862645149230957e-09
img_96c163a4c94c5d3d,2440.9228515625,0.0001917462795972824,-0.0086650550365448,0.0
img_c053775cd999969e,2033.4678955078125,0.0003834962844848633,0.031239822506904602,-9.313225746154785e-10
img_c6259e1c982795ba,2123.05419921875,0.00038349442183971405,0.027658523991703987,0.0
img_f06e4e610c293eea,1279.50048828125,0.00019174674525856972,0.01290389709174633,4.656612873077393e-10
img_bbc923c55e4c9b0b,1912.3541259765625,0.00019174814224243164,-0.014430651441216469,0.0
img_7e7ab63fc9e0fa4d,2123.744384765625,0.00019174721091985703,0.0021495814435184,-1.862645149230957e-09
img_26e3b8de8d82d87d,1811.292724609375,0.00019174721091985703,0.00909214373677969,-6.984919309616089e-10
img_b965e525d9e7b9ec,2365.05615234375,0.00019174441695213318,0.03848794102668762,0.0
img_abf2506853212165,1656.8497314453125,0.00019174907356500626,0.011954531073570251,-3.4924596548080444e-10
img_981b61ac82a8b350,2798.78076171875,0.0003834962844848633,0.004365228582173586,4.656612873077393e-10
img_d56e86540a9e8ce9,2220.57861328125,0.0003834925591945648,0.023839328438043594,-1.862645149230957e-09
img_070e412a4c1972d3,2158.47705078125,0.0001917462795972824,-0.012476053088903427,1.862645149230957e-09
img_13220bbce01b2156,2071.825927734375,0.0003834962844848633,0.005530904047191143,-1.862645149230957e-09
img_9d30d7f2a8bfdf10,2280.5810546875,0.0003834962844848633,0.030885135754942894,1.862645149230957e-09
img_ad6e7a6243df9938,2240.35400390625,0.00038349488750100136,0.015693841502070427,4.656612873077393e-10
img_7ac365ec1a3088b9,2484.02197265625,0.00019174814224243164,0.07994844019412994,7.450580596923828e-09
img_e0995fd4cbb42db4,1768.994873046875,0.00038349535316228867,0.01514794584363699,1.3969838619232178e-09
img_a8c3f8d6b63b10f8,2332.0078125,0.00019174255430698395,0.01969904452562332,9.313225746154785e-10
